sheet,row_number,pid,office_code_string,office_code,code_family,office_id,include_decision,reason
LRAE Annex 25,100,N00039-23-RFPREQ-PMW/A-170-0155,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,101,N00039-23-RFPREQ-PMW/A-170-0173,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,102,N00039-23-RFPREQ-PMS-485-0037,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,103,N00039-24-RFPREQ-PMW-750-0001,PMW-750 - PMW-750 - NAVWAR,PMW-750,peo_program_office,pmw:750,included,"code resolves to pmw:750, a PEO C4I office (alias table)"
LRAE Annex 25,104,N00039-24-RFPREQ-PMW-750-0002,PMW-750 - PMW-750 - NAVWAR,PMW-750,peo_program_office,pmw:750,included,"code resolves to pmw:750, a PEO C4I office (alias table)"
LRAE Annex 25,105,N00039-24-RFPREQ-PMW-750-0003,PMW-750 - PMW-750 - NAVWAR,PMW-750,peo_program_office,pmw:750,included,"code resolves to pmw:750, a PEO C4I office (alias table)"
LRAE Annex 25,106,N00039-24-RFPREQ-PMW-120-0001,PMW-120 - PMW-120 - NAVWAR,PMW-120,peo_program_office,pmw:120,included,"code resolves to pmw:120, a PEO C4I office (alias table)"
LRAE Annex 25,107,N00039-24-RFPREQ-PEO-C4I-0001,C4IEXEC - PEO C4I Front Office - NAVWAR,C4IEXEC,peo_front_office_or_hq_code,peo:c4i,included,"code resolves to peo:c4i, a PEO C4I office (alias table)"
LRAE Annex 25,108,N00039-25-RFPREQ-PMW/A-170-0001,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,109,N00039-24-RFPREQ-PMW/A-170-0004,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,110,N00039-27-RFPREQ-8.0-0003,8.0 - 8.0 - NAVWAR,8.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,111,N00039-23-RFPREQ-PMA/PMW-101-0017,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,112,N00039-24-RFPREQ-PMW/A-170-0014,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,113,N00039-25-RFPREQ-PMW-740-0006,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,114,N00039-24-RFPREQ-PMW-740-0005,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,115,N00039-26-RFPREQ-PMA/PMW-101-0003,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,116,N00039-24-RFPREQ-PMW-770-0008,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,117,N00039-24-RFPREQ-PMW-770-0009,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,118,N00039-24-RFPREQ-PMS-485-0103,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,119,N00039-27-RFPREQ-PCE-0002,PCE - PCE - NAVWAR,PCE,peo_front_office_or_hq_code,,unresolved,family peo_front_office_or_hq_code recognised but code PCE has no alias-table entry
LRAE Annex 25,120,N00039-26-RFPREQ-PMA/PMW-101-0005,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,121,N00039-25-RFPREQ-PMW-740-0005,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,122,N00039-24-RFPREQ-PMW-740-0055,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,123,N00039-24-RFPREQ-PMW-740-0007,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,124,N00039-25-RFPREQ-PMS-485-0002,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,125,N00039-25-RFPREQ-PMS-485-0003,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,126,N00039-26-RFPREQ-PMW-740-0003,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,127,N00039-23-RFPREQ-PMW-160-0108,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,128,N00039-24-RFPREQ-PMW-160-0002,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,129,N00039-28-RFPREQ-Pf007NERP-0001,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,130,N00039-28-RFPREQ-Pf007NERP-0003,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,131,N00039-29-RFPREQ-Pf007NERP-0001,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,132,N00039-30-RFPREQ-Pf007NERP-0002,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,133,N00039-24-RFPREQ-PMW/A-170-0015,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,134,N00039-25-RFPREQ-Pf007NERP-0042,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,135,N00039-28-RFPREQ-Pf007NERP-0005,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,136,N00039-29-RFPREQ-Pf007NERP-0004,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,137,N00039-26-RFPREQ-PCE-0004,PCE - PCE - NAVWAR,PCE,peo_front_office_or_hq_code,,unresolved,family peo_front_office_or_hq_code recognised but code PCE has no alias-table entry
LRAE Annex 25,138,N00039-25-RFPREQ-Pf007NERP-0006,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,139,N00039-25-RFPREQ-PMW-150-0067,PMW-150 - PMW-150 - NAVWAR,PMW-150,peo_program_office,pmw:150,included,"code resolves to pmw:150, a PEO C4I office (alias table)"
LRAE Annex 25,140,N00039-25-RFPREQ-PMW-150-0002,PMW-150 - PMW-150 - NAVWAR,PMW-150,peo_program_office,pmw:150,included,"code resolves to pmw:150, a PEO C4I office (alias table)"
LRAE Annex 25,141,N00039-26-RFPREQ-PMW-740-0005,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,142,N00039-24-RFPREQ-PMW-160-0068,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,143,N00039-24-RFPREQ-C4IEXEC-0002,C4IEXEC - PEO C4I Front Office - NAVWAR,C4IEXEC,peo_front_office_or_hq_code,peo:c4i,included,"code resolves to peo:c4i, a PEO C4I office (alias table)"
LRAE Annex 25,144,N00039-24-RFPREQ-DRPM-NOA-0004,DRPM-NOA - Overmatch - NAVWAR,DRPM-NOA,peo_front_office_or_hq_code,drpm:overmatch,excluded,"code resolves to drpm:overmatch (portfolio_or_front_office), outside the PEO C4I portfolio"
LRAE Annex 25,145,N00039-24-RFPREQ-PEO-C4I-0012,C4IEXEC - PEO C4I Front Office - NAVWAR,C4IEXEC,peo_front_office_or_hq_code,peo:c4i,included,"code resolves to peo:c4i, a PEO C4I office (alias table)"
LRAE Annex 25,146,N00039-24-RFPREQ-1.0-0008,1.0 - 1.0 - NAVWAR,1.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,147,N00039-24-RFPREQ-PMW/A-170-0413,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,148,N00039-24-RFPREQ-PMW-740-0059,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,149,N00039-25-RFPREQ-PMW-740-0061,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,150,N00039-26-RFPREQ-4.0-0001,4.0 - 4.0 - NAVWAR,4.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,151,N00039-25-RFPREQ-Pf007NERP-0055,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,152,N00039-24-RFPREQ-Pf007NERP-0153,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,153,N00039-24-RFPREQ-PMW-760-0052,PMW-760 - PMW-760 - NAVWAR,PMW-760,peo_program_office,pmw:760,included,"code resolves to pmw:760, a PEO C4I office (alias table)"
LRAE Annex 25,154,N00039-24-RFPREQ-4.0-0006,4.0 - 4.0 - NAVWAR,4.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,155,N00039-27-RFPREQ-4.0-0001,4.0 - 4.0 - NAVWAR,4.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,156,N00039-24-RFPREQ-PMW-760-0055,PMW-760 - PMW-760 - NAVWAR,PMW-760,peo_program_office,pmw:760,included,"code resolves to pmw:760, a PEO C4I office (alias table)"
LRAE Annex 25,157,N00039-25-RFPREQ-JTNC-0001,JTNC - JTNC - NAVWAR,JTNC,peo_front_office_or_hq_code,,unresolved,family peo_front_office_or_hq_code recognised but code JTNC has no alias-table entry
LRAE Annex 25,158,N00039-24-RFPREQ-8.0-0003,8.0 - 8.0 - NAVWAR,8.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,159,N00039-24-RFPREQ-PMA/PMW-101-0115,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,160,N00039-24-RFPREQ-PMW-150-0157,PMW-150 - PMW-150 - NAVWAR,PMW-150,peo_program_office,pmw:150,included,"code resolves to pmw:150, a PEO C4I office (alias table)"
LRAE Annex 25,161,N00039-24-RFPREQ-PMW-740-0078,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,162,N00039-24-RFPREQ-PMA/PMW-101-0267,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,163,N00039-24-RFPREQ-PMW-770-0044,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,164,N00039-25-RFPREQ-Pf004MNHR-0001,Pf004MNHR - Pf004MNHR - NAVWAR,Pf004MNHR,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf004MNHR has no alias-table entry
LRAE Annex 25,165,N00039-24-RFPREQ-PMW-760-0068,PMW-760 - PMW-760 - NAVWAR,PMW-760,peo_program_office,pmw:760,included,"code resolves to pmw:760, a PEO C4I office (alias table)"
LRAE Annex 25,166,N00039-24-RFPREQ-PMW/A-170-0543,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,167,N00039-24-RFPREQ-PMW/A-170-0559,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,168,N00039-25-RFPREQ-PMW/A-170-0030,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,169,N00039-25-RFPREQ-PMW-790-0124,PMW-790 - PMW-790 - NAVWAR,PMW-790,peo_program_office,pmw:790,included,"code resolves to pmw:790, a PEO C4I office (alias table)"
LRAE Annex 25,170,N00039-24-RFPREQ-PMW-750-0032,PMW-750 - PMW-750 - NAVWAR,PMW-750,peo_program_office,pmw:750,included,"code resolves to pmw:750, a PEO C4I office (alias table)"
LRAE Annex 25,171,N00039-25-RFPREQ-PMW-790-0157,PMW-790 - PMW-790 - NAVWAR,PMW-790,peo_program_office,pmw:790,included,"code resolves to pmw:790, a PEO C4I office (alias table)"
LRAE Annex 25,172,N00039-25-RFPREQ-PMW-790-0153,PMW-790 - PMW-790 - NAVWAR,PMW-790,peo_program_office,pmw:790,included,"code resolves to pmw:790, a PEO C4I office (alias table)"
LRAE Annex 25,173,N00039-25-RFPREQ-Pf007NERP-0043,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,174,N00039-24-RFPREQ-PMS-485-0110,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,175,N00039-27-RFPREQ-PMS-485-0001,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,176,N00039-28-RFPREQ-PMS-485-0001,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,177,N00039-29-RFPREQ-PMS-485-0001,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,178,N00039-29-RFPREQ-PMS-485-0002,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,179,N65236-25-RFPREQ-Pf007NERP-0090,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,180,N65236-25-RFPREQ-LSUBP00001-0032,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,181,N65236-24-RFPREQ-LSUBP00016-0069,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,LSUBP00016,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,182,N65236-23-RFPREQ-LSUBP00009-0166,LSUBP00009 - LSUBP00009 - DEFENSE HEALTH INFO TECH DIV HEAD - NIWCLANT,LSUBP00009,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,183,N65236-23-RFPREQ-LSUBP00004-0052,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,184,N65236-23-RFPREQ-LSUBP00010-0002,LSUBP00010 - LSUBP00010 - FORCE PROTECTION SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00010,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,185,N65236-25-RFPREQ-LSUBP00010-0001,LSUBP00010 - LSUBP00010 - FORCE PROTECTION SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00010,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,186,N65236-23-RFPREQ-LSUBP00015-0002,LSUBP00015 - LSUBP00015 - SHORE C4I INTEGRATION DIV HEAD - NIWCLANT,LSUBP00015,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,187,N65236-23-RFPREQ-LSUBP00001-0007,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,188,N65236-23-RFPREQ-LSUBP00022-0154,LSUBP00022 - LSUBP00022 - BATTLE SPACE AWARENESS DIV HEAD - NIWCLANT,LSUBP00022,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,189,N65236-23-RFPREQ-LSUBP00022-0003,LSUBP00022 - LSUBP00022 - BATTLE SPACE AWARENESS DIV HEAD - NIWCLANT,LSUBP00022,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,190,N65236-25-RFPREQ-LSUBP00022-0070,LSUBP00022 - LSUBP00022 - BATTLE SPACE AWARENESS DIV HEAD - NIWCLANT,LSUBP00022,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
