change,key,key_method,field,old_value,new_value,old_row,new_row,office
removed,k:1dacf798de73,title+office,,LIPTM00454 -MCBOSS - JFROG ARTIFACTORY PRO X RENEWAL - SEWP (C),,583,,LSUBP00064
changed,k:1dc2936324a7,title+office,procurement_method,,Full and Open Competition,333,564,LSUBP00021
changed,k:1dc2936324a7,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),333,564,LSUBP00021
changed,k:1dc2936324a7,title+office,solicitation_fy,,TBD,333,564,LSUBP00021
changed,k:1dc2936324a7,title+office,solicitation_quarter,,TBD,333,564,LSUBP00021
changed,k:1dc2936324a7,title+office,award_fy,FY23,FY24,333,564,LSUBP00021
removed,k:1e6e4c4d691e,title+office,,"NETWORK PROTECTION DESIGN, DEPLOYMENT, AND ENGINEERING SUPPORT - SeaPort (C)",,33,,LSUBP00009
added,k:1e755910056a,title+office,,,CSSC Super 8A,,405,PMW/A-170
changed,k:1e88d1bee1a0,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),323,561,LSUBP00021
changed,k:1e88d1bee1a0,title+office,solicitation_fy,,TBD,323,561,LSUBP00021
changed,k:1e88d1bee1a0,title+office,solicitation_quarter,,TBD,323,561,LSUBP00021
changed,k:1e88d1bee1a0,title+office,award_fy,FY23,FY24,323,561,LSUBP00021
removed,k:1ee6dbc4765e,title+office,,LIPTM00003_Cisco C8200L_Routers_GSA (C),,477,,LSUBP00001
removed,k:1f21491e2141,title+office,,Commander Navy Region Mid-Atlantic (CNRMA) Electronic Security Systems (ESS)Sustainment Support (C),,56,,LSUBP00010
added,k:1f481bfda8d2,title+office,,,SysAdmin Support Services  - Follow-on Action (C),,720,NP-82000
removed,k:1f6199c667da,title+office,,"LIPTM00455-TERRESTRIAL COLLECTIONS IDENTITY OPS, TCS, MARITIME COMMS (C)",,331,,LSUBP00021
removed,k:1fc7c57f5840,title+office,,Performance Based Logistics Support and Repair of Repairables Program support to NAVAIR PMA-290 and NAVSUP WSS-SeaPort (,,39,,LSUBP00023
removed,k:1fc7d09c5df4,title+office,,Fielded Ground Vehicle (FGV) Integration and Fielding Support (C),,306,,LSUBP00007
added,k:200da91b064c,title+office,,,"Common Data Link (CDL) and distributed Intelligence, Surveillance and Reconnaissance (ISR) In-Service Engineering Activi",,734,NP-41100
added,k:2021b1c74c80,title+office,,,"LIPTM00358, JFMS IPT, OTP Base-2 NEW Task Order",,256,LSUBP00023
added,k:2066ce9e4418,title+office,,,LIPTM00248 - AFLOAT SUB C4I IPT - FY24 Columbia (CLB) Arbor Equipment and PLAR updates - NEW SAC DO - CORPORATE PRODUCTI,,156,LSUBP00035
added,k:209eb759e6e8,title+office,,,"LIPTM00464, DC2HS, FY24 COMMVAULT RENEWAL, SEWP (C)",,493,LSUBP00066
added,k:20c53c23be91,title+office,,,LIPTM00107 - Naval Tactical Command Support System - NTCSS Development NeoLoad Support Renewal- NASA SEWP (C),,223,LSUBP00056
added,k:20d264003ad8,title+office,,,"LIPTM00080, NATFP IPT, NATFP Engineering & Drafting Support",,259,LSUBP00010
removed,k:20f95e709fd6,title+office,,LIPTM00156 - DCGSN IPT - FY23 DCGS-N SOCET DAS - SEWP (C),,98,,LSUBP00022
added,k:213c0a8863f9,title+office,,,"LIPTM00285-NAVAL C2 IPT, GCCS-M SAPNS2 SYBASE SW RNWL, ESI (C)",,500,LSUBP00063
removed,k:219013ac0c3a,title+office,,"Advanced Tactical Data Links Engineering, Test & Evaluation, and Sustainment",,707,,535
removed,k:21ac703c4866,title+office,,"LIPTM00455-TCIO, CIHEP, System Refresh IT Equipment, SEWP (C)",,335,,LSUBP00021
added,k:21b192f072ef,title+office,,,MOS Mod UPS & Control (C),,188,PMW-150
changed,k:21f8eab17f26,title+office,anticipated_total_value,$100M - $250M,$250M - $1B,422,68,Pf004MNHR
changed,k:21f8eab17f26,title+office,procurement_method,TBD,Full and Open Competition,422,68,Pf004MNHR
changed,k:21f8eab17f26,title+office,contract_type,TBD,Cost-Reimbursement,422,68,Pf004MNHR
changed,k:21f8eab17f26,title+office,procurement_instrument,TBD,Single-Award Indefinite-Delivery,422,68,Pf004MNHR
changed,k:21f8eab17f26,title+office,solicitation_fy,,FY24,422,68,Pf004MNHR
changed,k:21f8eab17f26,title+office,solicitation_quarter,,Q4,422,68,Pf004MNHR
added,k:2213db22343d,title+office,,,"LIPTM00321, NSIPT, CNDTS BCA LAPTOP REPLACEMENT, SEWP (C)",,238,LSUBP00024
added,k:22165e4c4775,title+office,,,GIC TORFP 5074 Hardware Install C4ISR Network Related Systems Onboard USS Theodore Roosevelt (CVN 71) and USS Makin Isla,,762,NP-42100
removed,k:2216ebef46dd,title+office,,LIPTM00149 - ASE - FMS Monarch Recorders and Signal Hound - SEWP - ASE-23-009 (C),,92,,LSUBP00022
removed,k:2256b4569a21,title+office,,LIPTM00156 - DCGS-N-JTT Material Kits - CAEI Base + 1 Option,,365,,LSUBP00022
added,k:22859ac4a83d,title+office,,,UHF Antenna Alternative (CSO) (C),,76,PMW/A-170
removed,k:22a146a6caab,title+office,,LIPTM00004_MEARTS_SAC_Follow-On,,619,,LSUBP00001
added,k:22a71933f036,title+office,,,"LIPTM00119, IC IPT, CVN-75 IVN SYSTEM & ICTs PROCUREMENT, SEWP (C)",,356,LSUBP00034
removed,k:22bb71183c8a,title+office,,"LIPTM00119, INTERIOR COMMUNICATIONS IPT, LPD-31 P25 SYSTEM, SEWP (C)",,543,,LSUBP00034
changed,k:22c73d51ef09,title+office,solicitation_quarter,Q2,Q4,50,565,LSUBP00010
added,k:2353474cd38a,title+office,,,GIC TORFP 5068 Hardware Install C4ISR Network Related Systems Onboard USS Jack H Lucas (DDG 125) San Diego CA (C),,772,NP-42100
added,k:236683ccc5a5,title+office,,,"LBUSP00030, COMMAND OPERATIONS & MISSION SUPPORT (PPA LBUSP00030-0044)",,135,LBUSP00030
added,k:246d3f0ecd3b,title+office,,,5083 LIPTM00425 C4I Hardware/Software Installations and SOVT support for listed alterations onboard USS WASHINGTON (SSN-,,206,LSUBP00057
added,k:2482a9e37ebc,title+office,,,Time and Frequency Distribution System,,814,NP-55300
added,k:24b551c24f7b,title+office,,,"LIPTM00468, NISE LR-24-004, Dell Hardware, SEWP (C)",,501,LSUBP00049
removed,k:24bac0f93a62,title+office,,SLDCADA,,119,,Pf007NERP
added,k:2527a9911f96,title+office,,,Code 536_R2I (Rapid Response & Integration) Development and Maintenance (C),,697,NP-53600
added,k:25818e9da85e,title+office,,,"LIPTM00120, SDRS IPT, DELL ORDER ONR FY24, SEWP (C)",,398,LSUBP00016
removed,k:258738e9df18,title+office,,Big Sky Production and Sustainment Contract,,383,,PMW/A-170
removed,k:25b0f16a8b68,title+office,,"Administrative support and engineering services for International Positioning, Navigation and Timing programs",,741,,None
added,k:25dafa4618ee,title+office,,,0198 CANES ISEA GCCS-M,,778,NP-41200
added,k:25e39fdd4dfa,title+office,,,0207  CANES,,795,NP-41200
removed,k:25ead6a826eb,title+office,,LIPTM00448-NAVIGATION SYSTEMS FLEET SERVICES TECHNICAL SUPPORT-Nwachukwu0010-(WR Systems-NEW) (utilzing TDL process),,245,,LSUBP00016
added,k:2635cd692e49,title+office,,,LIPTM00156 - DCGS-N IPT - IBM ASPERA & ANALYST NBKS -  SEWP (C),,546,LSUBP00022
removed,k:26504bc7f6a6,title+office,,FY23 RDT&E Splunk Annual Renewal (C),,311,,LSUBP00087
removed,k:2659a3fc4177,title+office,,DMR - DOCCT/S - 22R2000,,202,,PMW/A-170
added,k:26a55c83b5ef,title+office,,,Chief Technology Officer (CTO) Engineering Support - Follow-on Action (C),,724,NP-72100
added,k:26aac3de63f9,title+office,,,0234  USNS LUCY STONE,,848,NP-41200
removed,k:26c9a49455e9,title+office,,"LIPTM00119, IC IPT, FFG-64 CISCO PROCUREMENT, ESI SEWP (C)",,575,,LSUBP00034
added,k:26f2cdf71ff0,title+office,,,Senior Consultation Support Services-Future_OY1_2028 (C),,81,Pf007NERP
added,k:26f9c362fa66,title+office,,,LIPTM00149 - ASE IPT - ASE-24-022 - SSEE Dummy Loads  LHA 8- SEWP V (C),,516,LSUBP00022
removed,k:2729c5e14e0f,title+office,,LIPTM00106 - MAINTENANCE FIGURE OF MERIT - MFOM Quest Toad Support Renewal - NASA SEWP (C),,495,,LSUBP00056
added,k:273473a53905,title+office,,,"LBUSP00030, CORPORATE OPERATIONS, AMERICAN SIGN LANGUAGE (ASL) SUPPORT, GSA (C)",,678,LBUSP00030
removed,k:2738930df2a5,title+office,,4983 - NEW TASK ORDER / LATE ADDS & USS WASP INSTALLS LIPTM00426 (C),,447,,LSUBP00057
added,k:2749763caf38,title+office,,,Phase III SBIR - AI2 - P24-04,,436,LSUBP00064
removed,k:274f0822d587,title+office,,4986 - USS MOUNT WHITNEY (LCC 20) INSTALLS (C),,451,,LSUBP00057
added,k:27cc6ce71e0e,title+office,,,NAVWAR Acquisition Policy Support Services,,305,2.0
added,k:27ce18c7c258,title+office,,,"Modification-Novation, Contract N0017819D8070/N6523623F3020 DCA",,301,LSUBP00049
removed,k:27f95ecd9522,title+office,,LIPTM00395 - MULTI MEDIA  IPT - TPL 23-075 A-B NIPO TEAM INSTALL-SEWP (C),,69,,LSUBP00002
removed,k:283afc092b10,title+office,,LIPTM00004_ACC Project_SEWP (C),,620,,LSUBP00001
removed,k:283d4b15f81a,title+office,,"LIPTM00460, RDT&E, New Task Order on NITAAC to VION",,467,,LSUBP00087
removed,k:28721ce6ccf4,title+office,,LIPTM00448-FMS JAPAN AN/WSN-7 LIFECYCLE GENERAL ENGINEERING AND TECHNICAL SUPPORT LTS-Bang0008-(WR Systems-NEW),,240,,LSUBP00016
removed,k:2877e827c934,title+office,,DMR - HMI/ITU - 22R2000,,200,,PMW/A-170
added,k:28c7d13662d6,title+office,,,N0003924FXXXX-RRT_Upgrade,,407,PMA/PMW-101
added,k:28d240f10436,title+office,,,"LIPTM00321, C4I, NS IPT DELL HW SUPPORT, SEWP (C)",,494,LSUBP00024
added,k:293b82c41387,title+office,,,CVN 74 RCOH Multifunction Copier Installation,,458,PMW-750
added,k:294c91a56a6f,title+office,,,"LIPTM00468, NISE, LR-24-002 Expeditionary - Zone B, GSA (C)",,386,LSUBP00049
added,k:296125450445,title+office,,,C2P TR BPA Call 4 (C),,175,PMW-150
removed,k:29af29d5ec85,title+office,,Link 22 Training Services Task Order 2,,406,,PMW-150
removed,k:29b6cbad5a1e,title+office,,LIPTM00107 - Naval Tactical Command Support System - Zephyr Support Renewal - NASA SEWP (C),,588,,LSUBP00056
added,k:29b770205004,title+office,,,0171 CANES SOVT,,791,NP-41200
removed,k:29d3e14ff663,title+office,,Joint Air Logistics Information System,,121,,Pf005NABS
removed,k:2a5d9015a5b3,title+office,,Morocco Microwave Transmission Network Phase 1A (C),,634,,PMW-740
removed,k:2aa966e0410c,title+office,,LIPTM00454 - MCBOSS - GRAFANA RENEWAL - SEWP (C),,147,,LSUBP00064
changed,k:2abff81bab0c,title+office,procurement_method,,Sole Source,395,464,PMW/A-170
changed,k:2abff81bab0c,title+office,solicitation_fy,FY23,FY24,395,464,PMW/A-170
changed,k:2abff81bab0c,title+office,solicitation_quarter,Q4,Q3,395,464,PMW/A-170
changed,k:2abff81bab0c,title+office,award_quarter,Q1,Q3,395,464,PMW/A-170
removed,k:2aee39be340c,title+office,,"LIPTM00447, Secure Voice Solutions - ADNS, Spirent Testcenter Gold and C1 Support Renewal- NASA SEWP (C)",,516,,LSUBP00015
added,k:2b08f3142c80,title+office,,,MOS Mod with TTNT Production (C),,95,PMW-150
removed,k:2b0e35f66aa8,title+office,,"LIPTM00461_Electromagnetic Environmental Effects (E3), Test, Evaluation, and Range Services  12 Months",,468,,LSUBP00080
added,k:2b1d69468cca,title+office,,,LDS NNCompass (C),,655,LSUBP00064
removed,k:2b4a01b9988d,title+office,,SOCS IPT; FY25 LIPTM00128 SOCS SATCOM Follow On (CIR 2X-XXX) (C),,469,,LSUBP00004
added,k:2b5585d9fdbb,title+office,,,LIPTM00003_ATC Sys & Equip_23F0090_MOD07_PWS_INCR_RESCOPE,,258,LSUBP00001
added,k:2b90964c471f,title+office,,,GPNTS HW FY24 Spares #1 Award and Fund,,447,PMW/A-170
removed,k:2bcc1112c2fa,title+office,,APPLICATION DEVELOPMENT AND PROCESS TRANSFORMATION (ADAPT) SUPPORT II,,618,,LSUBP00009
added,k:2be1c455a1d0,title+office,,,ADNS Production MAC RFP #36 (C),,20,PMW-160
added,k:2bff719af8b2,title+office,,,"VTT IPT Systems Engineering, Integration, & Limited Production - SeaPort (C)",,577,LSUBP00007
added,k:2c21f7fbe94d,title+office,,,Red Hat DOD ESI V1 (C),,705,NP-55300
removed,k:2c770ec65996,title+office,,"LIPTM00319, ONR, DEEPSIG, SBIR Phase III (CIR 23-XXX)",,433,,LSUBP00049
removed,k:2c954cff80a5,title+office,,"LIPTM00119-INTERIOR COMMS:  IC Video East Coast CVN Support, USS Gerald R. Ford (CVN-78) IC Video Support, and VCR Suppo",,509,,LSUBP00034
removed,k:2cc0ba650ea6,title+office,,LIPTM00252-BASED LOGISTICS-ORGANIC (PBLO)-SWRI Antennas/SEWP (C),,346,,LSUBP00093
changed,k:2cfac2658cfa,title+office,procurement_method,,TBD,207,465,PMW/A-170
changed,k:2cfac2658cfa,title+office,contract_type,TBD,Fixed-Price,207,465,PMW/A-170
changed,k:2cfac2658cfa,title+office,solicitation_fy,FY23,FY24,207,465,PMW/A-170
changed,k:2cfac2658cfa,title+office,award_fy,FY24,FY25,207,465,PMW/A-170
changed,k:2cfac2658cfa,title+office,award_quarter,Q1,Q3,207,465,PMW/A-170
removed,k:2d192bf9ae92,title+office,,"LIPTM00453, Special Networks IPT, Operationalizing Enterprise Capabilities, D/O (Prototype) (C)",,154,,LSUBP00017
removed,k:2d28253bba33,title+office,,"LIPTM00337, Ex ISR, PM Fires Acquisition Support follow-on (C)",,273,,LSUBP00021
removed,k:2dfda863edb7,title+office,,NABS Electronic Procurement Systems (ePS) (C),,120,,Pf005NABS
added,k:2e2c241295bc,title+office,,,Academic Research MAC  - Follow-on Action (C),,719,NP-71700
removed,k:2ed0b05e6cf3,title+office,,4995 - ACF MULTI-HULL INSTALLS LIPTM00257 (C),,450,,LSUBP00057
added,k:2ee14e0ecce0,title+office,,,Financial Management Support Services  - Follow-on Action (C),,722,NP-84000
added,k:2ef717afdaa2,title+office,,,Security Support Services Follow-on (C),,750,NP-87000
removed,k:2f0722aa6432,title+office,,Tactical Data Link (TDL) Capabilities Based In-Service Engineering Agent (CB-ISE),,694,,None
removed,k:2f131a3ee4bf,title+office,,"LIPTM00074, DHA/HSI IPT, 23-015 BRAND OR EQUAL for BARKSDALE AFB, MOODY AFB, ROBINS AFB-SEWP (C)",,218,,LSUBP00009
removed,k:2f2f89271c91,title+office,,ONR/ATR IPT Advanced Technologies Project Support,,435,,LBUSP00027
added,k:2f847ef6ffa8,title+office,,,COMSEC Custodian / IM Support Services (Seaport NxG TO) (C),,36,PMW-740
removed,k:2fa25267c31f,title+office,,"LIPTM00248 - CSRR BUILD (CB-22, CB-23),I1V4, RFDACS OK-700, GBS OK-700 and DMR PROCUREMENT, INTEGRATION AND KITTING (NEW",,531,,LSUBP00035
removed,k:2fc323080c8b,title+office,,VIASAT TRANSEC VM300M DELIVERY ORDER (INTERNATIONAL - AUS) AWARD,,431,,PMW-790
removed,k:2fecdbe8dd9e,title+office,,"LIPTM00447, SECURE VOICE SOLUTIONS - ADNS, SECURE SYNC TIMING AND FREQUENCY EQUIP (C)",,581,,LSUBP00015
added,k:301c9f14b431,title+office,,,"LIPTM00120, SDRS IPT, PROPSIM F32 SW RENEWAL FY24, SEWP (C)",,527,LSUBP00016
added,k:30242c71050f,title+office,,,Clinical Infrastructure Modernization Program Lifecycle Environment (CIMPLE) - SeaPort (C),,488,LSUBP00009
removed,k:31356c156897,title+office,,ISS 5 Task Order 2 Descoping,,405,,PMW-150
removed,k:31801798d19a,title+office,,LIPTM00229 - IUSS IPT - 300-23-911 - JCDX (POPE)-SEWP (C),,82,,LSUBP00022
removed,k:318359e7f05d,title+office,,BRSE Production (C),,410,,PMW/A-170
added,k:31d9e84c8709,title+office,,,NESD - Nautilus FOC,,321,COO
added,k:31da5cb5a7ba,title+office,,,"Order to Contract #N6523618D8014- LIPTM00347, NOTM FY24 Ground Combat Vehicle Kits",,281,LSUBP00007
removed,k:31e50e8ec761,title+office,,Advanced Cyber Support Services,,674,,Cyber Defense
removed,k:31ec2418bd8c,title+office,,"LIPTM00386, Command Software Services (S2IPT), Archibus (base + options) software, SEWP (C)",,465,,LSUBP00087
added,k:3215675040ae,title+office,,,"Tactical Air Navigation (TACAN), Air Traffic Control and Landing Systems (ATCALS), Air Command & Control, and Joint Tact",,716,NP-41100
added,k:323ab522d3af,title+office,,,PEO MLB Organizational Change Management (C),,77,PEO-MLB
added,k:32c2012637eb,title+office,,,ADNS Production MAC RFP #28 (C),,12,PMW-160
removed,k:32ee4be86589,title+office,,LIPTM00448-FMS KOREA KDX-III AN/WSN-7 GENERAL ENGINEERING AND TECHNICAL SUPPORT-BANG0005- (WR SYSTEMS NEW SAC),,260,,LSUBP00016
removed,k:33058d02418b,title+office,,LITPM00149 - SSEE FoS and CCOP FoS Engineering and Technical Support (3910 follow on) – Seaport New TO Base+4OY (C),,80,,LSUBP00022
added,k:331367ecafb2,title+office,,,"LIPTM00086/MyNavy Human Resources Solutions - Splunk User Behavior Analytics SW purchase, DOD ESI (C)",,657,LSUBP00011
added,k:33ab98f4b448,title+office,,,Programmatic Support - TO (C),,685,NP-55300
removed,k:33dac8f4305b,title+office,,"LIPTM00461, 5.9 Service Center, Computer equipment, SEWP (C)",,354,,LSUBP00080
added,k:340f90804ed0,title+office,,,"LIPTM00455, TCIO SCS EUD and TAK, SEWP (C)",,327,LSUBP00021
added,k:3410de896c8b,title+office,,,"LIPTM00119, IC IPT, LPD 27 ANN SCD PROCUREMENT, SEWP (C)",,333,LSUBP00034
added,k:347f31cb8d1d,title+office,,,"LIPTM00119, IC IPT, IVN UPS EQUIPMENT, SEWP (C)",,232,LSUBP00034
removed,k:34863c3ac8a4,title+office,,"LIPTM00119, IC IPT, FFG-62/63 CAMERA PROCUREMENT, SEWP (C)",,561,,LSUBP00034
removed,k:34d609a62e11,title+office,,Combat Survivor Evader Locator (CSEL),,740,,None
added,k:34de2b39dd22,title+office,,,CANES System Engineering Support (C),,703,NP-55100
removed,k:34f30bc1e654,title+office,,"Tactical Air Navigation (TACAN), Air Traffic Control and Landing Systems (ATCALS), Air Command & Control, and Joint Tact",,679,,None
removed,k:34f4dea476b4,title+office,,"LIPTM00086/MyNavy Human Resources Solutions- Dell EMC Data Domain, SEWP (C)",,497,,LSUBP00011
removed,k:3535728335b8,title+office,,LIPTM00128-SOCS-Satellite Antenna Spare Components-SEWP (C),,347,,LSUBP00004
added,k:3565f8b871f9,title+office,,,"LIPTM00328, CWITT, SYMANTEC HARDWARE SUPPORT, SEWP (C)",,390,LSUBP00035
changed,k:358137039130,title+office,procurement_method,,TBD,270,581,LSUBP00021
changed,k:358137039130,title+office,contract_type,TBD,Fixed-Price,270,581,LSUBP00021
changed,k:358137039130,title+office,procurement_instrument,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),270,581,LSUBP00021
changed,k:358137039130,title+office,solicitation_fy,,TBD,270,581,LSUBP00021
changed,k:358137039130,title+office,solicitation_quarter,,TBD,270,581,LSUBP00021
changed,k:358137039130,title+office,award_fy,,FY24,270,581,LSUBP00021
changed,k:358137039130,title+office,award_quarter,,Q4,270,581,LSUBP00021
removed,k:358ac68fdc7c,title+office,,Printer/Plotter Prototype (C),,310,,LSUBP00021
removed,k:35913fbff2dc,title+office,,"LBUSP00030, CORPORATE OPERATIONS, TOTAL FORCE AND LAB MANAGEMENT SUPPORT",,296,,LBUSP00030
added,k:35bde6be82c7,title+office,,,ADNS Production MAC RFP #37 (C),,21,PMW-160
removed,k:35d952f9858c,title+office,,Consumption-Based Procurement (C),,424,,PMW-790
added,k:3602ba085aba,title+office,,,Afloat Signals Exploitation (ASE) Engineering and Technical Support – Seaport New TO (60 months) (C),,572,LSUBP00022
removed,k:3649ef0cbe03,title+office,,"US Space Command Shore-based Command, Control, Communications, Intelligence, Surveillance, Reconnaissance (C4ISR) and Co",,723,,536
added,k:366ee1d57143,title+office,,,19802 LIPTM00425 C4I HARDWARE/SOFTWARE INSTALLATIONS AND SOVT SUPPORT FOR LISTED ALTERATIONS ONBOARD USS COLUMBUS (SSN-7,,299,LSUBP00057
added,k:36841c801597,title+office,,,"LIPTM000410, ECI ESRI Software Renewal, SAP",,133,LSUBP00064
removed,k:368d9a20861b,title+office,,LIPTM00119 - INTERIOR COMMS - USS HARRY S. TRUMAN (CVN-75) SITE/27TV AAR - SAC action - 21D8009,,507,,LSUBP00034
removed,k:37589b5a652b,title+office,,LIPTM00464 - DC2HS Cloud Brokerage - AWS BPA Order,,601,,LSUBP00066
added,k:3788b1534fd8,title+office,,,"ISR/IO, Integrated Logistics Support (ILS) and Configuration Management (CM) - Seaport New TO (60 months) (C)",,571,LSUBP00022
added,k:37d62a781c13,title+office,,,"LIPTM00500, NAVEUR/NAVAF Enterprise Solutions (NNES) IPT, NCTS Naples C2 Display Programming and Install, New SAC TO",,302,LSUBP00002
added,k:37da48c94741,title+office,,,"LIPTM00285 NAVALC2 IPT, TACTICAL DATA LINKS, LMMT TECH REFRESH, ESI - SEWP (CISCO) (C)",,203,LSUBP00063
removed,k:37fa000c04bd,title+office,,LBUCS Receive Version 2 Production (C),,427,,PMW-770
added,k:385689bc9703,title+office,,,SEAPORT TO - COMMAND AND CONTROL PROCESSOR (C2P) MODERNIZATION (MOD) SOFTWARE ENGINEERING SERVICES (SES) (C),,742,NP-53000
removed,k:387d467a31af,title+office,,"LIPTM00464, Data Center and Cloud Hosting Services, FY23 PULSE S/W, SEWP (C)",,597,,LSUBP00066
added,k:389203d145cc,title+office,,,"LIPTM00174, Air and Space IPT, NEW OTP BASIC",,165,LSUBP00023
removed,k:3893a7dbccd6,title+office,,"LIPTM00304, Position, Navigation & Timing (PNT) Engineering IPT, Highland Technology, Mounting Flange, 5-Channel Etherne",,257,,LSUBP00016
added,k:3904b7abe98c,title+office,,,LIPTM00460 Telephony Akkadian SEWP (C),,362,LSUBP00087
removed,k:390c93b4b14a,title+office,,LIPTM00119-INTERIOR COMMS-VIDEO PRE PRL & CVN 74 LOGISTICS TV-DTS ENGINEERING-SAC-21D8009,,527,,LSUBP00034
removed,k:3911425cd783,title+office,,LIPTM00107 - Naval Tactical Command Support System - Hardware Support Renewal - NASA SEWP (C),,493,,LSUBP00056
added,k:3923b87b131f,title+office,,,WAMS TO # 7 - MEO Development,,451,PMW/A-170
added,k:392c8d53b3a3,title+office,,,LIPTM00464 - DC2HS and Enterprise Systems Department Information Technology Support (C),,599,LSUBP00066
removed,k:392da5583fae,title+office,,LIPTM00149 - ASE - SSEE Inc F FMS Peregrine and WiFi Box - ASE-23-022 - SEWP (C),,91,,LSUBP00022
added,k:395570a0c00e,title+office,,,LIPTM00107 - Naval Tactical Command Support System - NTCSS Development Embarcadero Support Renewal- NASA SEWP (C),,670,LSUBP00056
removed,k:39ed49d525c6,title+office,,CYP CCTV Lifecycle Support Maintenance - SeaPort (C),,43,,LSUBP00010
removed,k:3a187e30849d,title+office,,PMW 150 ILS and Training Support (C),,415,,PMW-150
added,k:3a2a8914007e,title+office,,,FSBS HPTE TT to SS Conversion (C),,79,PMW-770
added,k:3a399422f5dd,title+office,,,LIPTM00002_TACAN,,279,LSUBP00001
added,k:3a489acc8366,title+office,,,Mod N6523623F0701 Ad Hoc Add,,310,LSUBP00083
